target	textid	text	pair	condition
non-entailment	13740	The scientists paid in the school supported the senators .	The scientists paid in the school .	subsequence
non-entailment	13741	The judge encouraged the professors investigated in the museum .	The professors investigated in the museum .	subsequence
non-entailment	13742	The judge encouraged the actors studied in the laboratory .	The actors studied in the laboratory .	subsequence
non-entailment	13743	The athletes presented in the school called the bankers .	The athletes presented in the school .	subsequence
non-entailment	13744	The doctor helped in the laboratory called the artist .	The doctor helped in the laboratory .	subsequence
non-entailment	13745	The students investigated in the museum called the presidents .	The students investigated in the museum .	subsequence
non-entailment	13746	The secretary thanked the artists studied in the laboratory .	The artists studied in the laboratory .	subsequence
non-entailment	13747	The artist recommended the author paid in the school .	The author paid in the school .	subsequence
non-entailment	13748	The scientist paid in the school contacted the banker .	The scientist paid in the school .	subsequence
non-entailment	13749	The senators studied in the school mentioned the students .	The senators studied in the school .	subsequence
non-entailment	13750	The athlete called the lawyers helped in the school .	The lawyers helped in the school .	subsequence
non-entailment	13751	The managers helped in the library avoided the tourists .	The managers helped in the library .	subsequence
non-entailment	13752	The judges recognized the bankers paid in the school .	The bankers paid in the school .	subsequence
non-entailment	13753	The doctor investigated in the office advised the artists .	The doctor investigated in the office .	subsequence
non-entailment	13754	The presidents contacted the actor presented in the office .	The actor presented in the office .	subsequence
non-entailment	13755	The secretaries studied in the office waited .	The secretaries studied in the office .	subsequence
non-entailment	13756	The actor investigated in the laboratory recommended the presidents .	The actor investigated in the laboratory .	subsequence
non-entailment	13757	The scientist helped in the office encouraged the presidents .	The scientist helped in the office .	subsequence
non-entailment	13758	The athlete called the actor paid in the museum .	The actor paid in the museum .	subsequence
non-entailment	13759	The athlete presented in the laboratory slept .	The athlete presented in the laboratory .	subsequence
non-entailment	13760	The actors helped in the school shouted .	The actors helped in the school .	subsequence
non-entailment	13761	The artist studied in the school advised the judge .	The artist studied in the school .	subsequence
non-entailment	13762	The author saw the secretary paid in the office .	The secretary paid in the office .	subsequence
non-entailment	13763	The students investigated in the library admired the judges .	The students investigated in the library .	subsequence
non-entailment	13764	The bankers helped in the office stopped the lawyer .	The bankers helped in the office .	subsequence
non-entailment	13765	The judge encouraged the actors investigated in the library .	The actors investigated in the library .	subsequence
non-entailment	13766	The managers presented in the laboratory arrived .	The managers presented in the laboratory .	subsequence
non-entailment	13767	The managers investigated in the laboratory helped the artists .	The managers investigated in the laboratory .	subsequence
non-entailment	13768	The managers investigated in the school called the secretaries .	The managers investigated in the school .	subsequence
non-entailment	13769	The presidents studied in the office arrived .	The presidents studied in the office .	subsequence
non-entailment	13770	The authors helped in the library resigned .	The authors helped in the library .	subsequence
non-entailment	13771	The senators recommended the tourists investigated in the museum .	The tourists investigated in the museum .	subsequence
non-entailment	13772	The lawyers helped in the school believed the secretary .	The lawyers helped in the school .	subsequence
non-entailment	13773	The doctor called the bankers studied in the laboratory .	The bankers studied in the laboratory .	subsequence
non-entailment	13774	The tourist paid in the school ran .	The tourist paid in the school .	subsequence
non-entailment	13775	The athlete avoided the author helped in the school .	The author helped in the school .	subsequence
non-entailment	13776	The professors admired the actors paid in the museum .	The actors paid in the museum .	subsequence
non-entailment	13777	The artist stopped the secretaries presented in the library .	The secretaries presented in the library .	subsequence
non-entailment	13778	The secretary advised the judges investigated in the museum .	The judges investigated in the museum .	subsequence
non-entailment	13779	The doctors paid in the school danced .	The doctors paid in the school .	subsequence
non-entailment	13780	The presidents advised the bankers studied in the office .	The bankers studied in the office .	subsequence
non-entailment	13781	The secretaries believed the tourist investigated in the museum .	The tourist investigated in the museum .	subsequence
non-entailment	13782	The judges presented in the office slept .	The judges presented in the office .	subsequence
non-entailment	13783	The athlete introduced the bankers presented in the office .	The bankers presented in the office .	subsequence
non-entailment	13784	The professors stopped the scientists studied in the office .	The scientists studied in the office .	subsequence
non-entailment	13785	The scientists believed the athletes studied in the school .	The athletes studied in the school .	subsequence
non-entailment	13786	The banker investigated in the office called the senators .	The banker investigated in the office .	subsequence
non-entailment	13787	The athletes helped in the museum arrived .	The athletes helped in the museum .	subsequence
non-entailment	13788	The actors investigated in the school danced .	The actors investigated in the school .	subsequence
non-entailment	13789	The doctors paid in the laboratory shouted .	The doctors paid in the laboratory .	subsequence
non-entailment	13790	The artist stopped the actor studied in the laboratory .	The actor studied in the laboratory .	subsequence
non-entailment	13791	The actors recognized the bankers investigated in the library .	The bankers investigated in the library .	subsequence
non-entailment	13792	The presidents presented in the museum contacted the artists .	The presidents presented in the museum .	subsequence
non-entailment	13793	The actor admired the secretaries helped in the museum .	The secretaries helped in the museum .	subsequence
non-entailment	13794	The secretaries advised the bankers investigated in the school .	The bankers investigated in the school .	subsequence
non-entailment	13795	The managers helped in the museum resigned .	The managers helped in the museum .	subsequence
non-entailment	13796	The actors studied in the museum contacted the authors .	The actors studied in the museum .	subsequence
non-entailment	13797	The managers investigated in the museum introduced the bankers .	The managers investigated in the museum .	subsequence
non-entailment	13798	The manager paid in the school called the judges .	The manager paid in the school .	subsequence
non-entailment	13799	The secretary helped in the library recognized the managers .	The secretary helped in the library .	subsequence
non-entailment	13800	The banker studied in the office resigned .	The banker studied in the office .	subsequence
non-entailment	13801	The athlete encouraged the professors presented in the laboratory .	The professors presented in the laboratory .	subsequence
non-entailment	13802	The author studied in the school slept .	The author studied in the school .	subsequence
non-entailment	13803	The artists investigated in the school recognized the scientists .	The artists investigated in the school .	subsequence
non-entailment	13804	The manager presented in the office avoided the doctor .	The manager presented in the office .	subsequence
non-entailment	13805	The actors contacted the artist helped in the library .	The artist helped in the library .	subsequence
non-entailment	13806	The professor studied in the laboratory advised the student .	The professor studied in the laboratory .	subsequence
non-entailment	13807	The banker presented in the office mentioned the senators .	The banker presented in the office .	subsequence
non-entailment	13808	The senator presented in the laboratory recognized the tourists .	The senator presented in the laboratory .	subsequence
non-entailment	13809	The bankers studied in the school slept .	The bankers studied in the school .	subsequence
non-entailment	13810	The managers recommended the president presented in the school .	The president presented in the school .	subsequence
non-entailment	13811	The judge paid in the office arrived .	The judge paid in the office .	subsequence
non-entailment	13812	The manager investigated in the laboratory resigned .	The manager investigated in the laboratory .	subsequence
non-entailment	13813	The scientist studied in the laboratory arrived .	The scientist studied in the laboratory .	subsequence
non-entailment	13814	The authors thanked the presidents helped in the library .	The presidents helped in the library .	subsequence
non-entailment	13815	The athlete recommended the presidents investigated in the office .	The presidents investigated in the office .	subsequence
non-entailment	13816	The banker investigated in the museum ran .	The banker investigated in the museum .	subsequence
non-entailment	13817	The professors helped the artist presented in the laboratory .	The artist presented in the laboratory .	subsequence
non-entailment	13818	The managers admired the tourist presented in the laboratory .	The tourist presented in the laboratory .	subsequence
non-entailment	13819	The doctors saw the professors presented in the office .	The professors presented in the office .	subsequence
non-entailment	13820	The senators admired the doctor helped in the office .	The doctor helped in the office .	subsequence
non-entailment	13821	The managers studied in the laboratory performed .	The managers studied in the laboratory .	subsequence
non-entailment	13822	The lawyers presented in the office admired the senators .	The lawyers presented in the office .	subsequence
non-entailment	13823	The artist studied in the library believed the professor .	The artist studied in the library .	subsequence
non-entailment	13824	The lawyer helped in the office mentioned the author .	The lawyer helped in the office .	subsequence
non-entailment	13825	The judges studied in the school thanked the senators .	The judges studied in the school .	subsequence
non-entailment	13826	The doctor studied in the library contacted the professors .	The doctor studied in the library .	subsequence
non-entailment	13827	The authors studied in the laboratory shouted .	The authors studied in the laboratory .	subsequence
non-entailment	13828	The banker paid in the library saw the lawyer .	The banker paid in the library .	subsequence
non-entailment	13829	The judge stopped the professor paid in the school .	The professor paid in the school .	subsequence
non-entailment	13830	The authors presented in the library recognized the doctors .	The authors presented in the library .	subsequence
non-entailment	13831	The actor thanked the author paid in the laboratory .	The author paid in the laboratory .	subsequence
non-entailment	13832	The manager helped in the museum arrived .	The manager helped in the museum .	subsequence
non-entailment	13833	The doctors investigated in the museum mentioned the athletes .	The doctors investigated in the museum .	subsequence
non-entailment	13834	The doctors paid in the laboratory recommended the banker .	The doctors paid in the laboratory .	subsequence
non-entailment	13835	The actor recognized the lawyer studied in the museum .	The lawyer studied in the museum .	subsequence
non-entailment	13836	The banker helped in the laboratory supported the doctor .	The banker helped in the laboratory .	subsequence
non-entailment	13837	The secretary paid in the laboratory introduced the author .	The secretary paid in the laboratory .	subsequence
non-entailment	13838	The actor admired the lawyer paid in the museum .	The lawyer paid in the museum .	subsequence
non-entailment	13839	The authors contacted the manager studied in the museum .	The manager studied in the museum .	subsequence
non-entailment	13840	The artist helped in the library shouted .	The artist helped in the library .	subsequence
non-entailment	13841	The judge paid in the museum resigned .	The judge paid in the museum .	subsequence
non-entailment	13842	The lawyer mentioned the students presented in the school .	The students presented in the school .	subsequence
non-entailment	13843	The actors investigated in the office shouted .	The actors investigated in the office .	subsequence
non-entailment	13844	The secretaries paid in the library shouted .	The secretaries paid in the library .	subsequence
non-entailment	13845	The actors paid in the school shouted .	The actors paid in the school .	subsequence
non-entailment	13846	The lawyers studied in the library performed .	The lawyers studied in the library .	subsequence
non-entailment	13847	The doctors paid in the museum mentioned the lawyers .	The doctors paid in the museum .	subsequence
non-entailment	13848	The lawyer stopped the scientists paid in the library .	The scientists paid in the library .	subsequence
non-entailment	13849	The student encouraged the tourists helped in the library .	The tourists helped in the library .	subsequence
non-entailment	13850	The lawyers thanked the students presented in the office .	The students presented in the office .	subsequence
non-entailment	13851	The professor studied in the school contacted the actors .	The professor studied in the school .	subsequence
non-entailment	13852	The authors investigated in the office waited .	The authors investigated in the office .	subsequence
non-entailment	13853	The judges helped in the school introduced the athlete .	The judges helped in the school .	subsequence
non-entailment	13854	The doctors helped the lawyers studied in the museum .	The lawyers studied in the museum .	subsequence
non-entailment	13855	The tourist believed the bankers presented in the laboratory .	The bankers presented in the laboratory .	subsequence
non-entailment	13856	The authors helped in the museum resigned .	The authors helped in the museum .	subsequence
non-entailment	13857	The bankers contacted the doctor presented in the laboratory .	The doctor presented in the laboratory .	subsequence
non-entailment	13858	The manager presented in the office resigned .	The manager presented in the office .	subsequence
non-entailment	13859	The senators studied in the office helped the actor .	The senators studied in the office .	subsequence
non-entailment	13860	The athletes helped in the laboratory arrived .	The athletes helped in the laboratory .	subsequence
non-entailment	13861	The author stopped the professor investigated in the library .	The professor investigated in the library .	subsequence
non-entailment	13862	The authors studied in the office thanked the banker .	The authors studied in the office .	subsequence
non-entailment	13863	The senators investigated in the office performed .	The senators investigated in the office .	subsequence
non-entailment	13864	The scientists thanked the senators investigated in the library .	The senators investigated in the library .	subsequence
non-entailment	13865	The athletes encouraged the lawyers investigated in the school .	The lawyers investigated in the school .	subsequence
non-entailment	13866	The tourists encouraged the secretaries helped in the school .	The secretaries helped in the school .	subsequence
non-entailment	13867	The doctors investigated in the museum supported the actor .	The doctors investigated in the museum .	subsequence
non-entailment	13868	The secretaries helped in the museum shouted .	The secretaries helped in the museum .	subsequence
non-entailment	13869	The athlete helped in the office encouraged the tourists .	The athlete helped in the office .	subsequence
non-entailment	13870	The athletes admired the lawyers studied in the laboratory .	The lawyers studied in the laboratory .	subsequence
non-entailment	13871	The professors presented in the laboratory shouted .	The professors presented in the laboratory .	subsequence
non-entailment	13872	The senator helped in the laboratory stopped the doctor .	The senator helped in the laboratory .	subsequence
non-entailment	13873	The tourist presented in the office saw the banker .	The tourist presented in the office .	subsequence
non-entailment	13874	The managers recommended the lawyer paid in the office .	The lawyer paid in the office .	subsequence
non-entailment	13875	The president paid in the museum recognized the artists .	The president paid in the museum .	subsequence
non-entailment	13876	The artist presented in the school called the secretaries .	The artist presented in the school .	subsequence
non-entailment	13877	The lawyer stopped the scientist studied in the library .	The scientist studied in the library .	subsequence
non-entailment	13878	The athlete avoided the professors presented in the school .	The professors presented in the school .	subsequence
non-entailment	13879	The president advised the secretary studied in the laboratory .	The secretary studied in the laboratory .	subsequence
non-entailment	13880	The actor advised the scientists presented in the school .	The scientists presented in the school .	subsequence
non-entailment	13881	The athlete presented in the library slept .	The athlete presented in the library .	subsequence
non-entailment	13882	The professor presented in the library helped the lawyers .	The professor presented in the library .	subsequence
non-entailment	13883	The actor paid in the library thanked the student .	The actor paid in the library .	subsequence
non-entailment	13884	The secretary helped in the library saw the senators .	The secretary helped in the library .	subsequence
non-entailment	13885	The senator stopped the bankers presented in the library .	The bankers presented in the library .	subsequence
non-entailment	13886	The doctors presented in the school believed the senators .	The doctors presented in the school .	subsequence
non-entailment	13887	The banker presented in the school contacted the senators .	The banker presented in the school .	subsequence
non-entailment	13888	The artists investigated in the office advised the doctors .	The artists investigated in the office .	subsequence
non-entailment	13889	The president studied in the school shouted .	The president studied in the school .	subsequence
non-entailment	13890	The banker investigated in the laboratory resigned .	The banker investigated in the laboratory .	subsequence
non-entailment	13891	The president studied in the office supported the doctor .	The president studied in the office .	subsequence
non-entailment	13892	The managers investigated in the school introduced the scientist .	The managers investigated in the school .	subsequence
non-entailment	13893	The banker contacted the manager studied in the library .	The manager studied in the library .	subsequence
non-entailment	13894	The artists studied in the museum admired the author .	The artists studied in the museum .	subsequence
non-entailment	13895	The students advised the doctor investigated in the laboratory .	The doctor investigated in the laboratory .	subsequence
non-entailment	13896	The presidents advised the actor helped in the museum .	The actor helped in the museum .	subsequence
non-entailment	13897	The lawyers thanked the secretary presented in the museum .	The secretary presented in the museum .	subsequence
non-entailment	13898	The presidents supported the judge studied in the laboratory .	The judge studied in the laboratory .	subsequence
non-entailment	13899	The actors studied in the school danced .	The actors studied in the school .	subsequence
non-entailment	13900	The presidents paid in the museum admired the senators .	The presidents paid in the museum .	subsequence
non-entailment	13901	The professors paid in the library mentioned the secretary .	The professors paid in the library .	subsequence
non-entailment	13902	The president presented in the office admired the artists .	The president presented in the office .	subsequence
non-entailment	13903	The doctor investigated in the office contacted the bankers .	The doctor investigated in the office .	subsequence
non-entailment	13904	The manager investigated in the school believed the senator .	The manager investigated in the school .	subsequence
non-entailment	13905	The tourist presented in the school danced .	The tourist presented in the school .	subsequence
non-entailment	13906	The tourist encouraged the judge paid in the laboratory .	The judge paid in the laboratory .	subsequence
non-entailment	13907	The athlete studied in the office advised the artist .	The athlete studied in the office .	subsequence
non-entailment	13908	The athlete believed the doctors paid in the library .	The doctors paid in the library .	subsequence
non-entailment	13909	The athlete contacted the judge paid in the office .	The judge paid in the office .	subsequence
non-entailment	13910	The tourists helped in the library resigned .	The tourists helped in the library .	subsequence
non-entailment	13911	The author investigated in the laboratory admired the banker .	The author investigated in the laboratory .	subsequence
non-entailment	13912	The lawyers believed the secretaries helped in the laboratory .	The secretaries helped in the laboratory .	subsequence
non-entailment	13913	The secretaries presented in the office recognized the students .	The secretaries presented in the office .	subsequence
non-entailment	13914	The secretaries avoided the artists paid in the office .	The artists paid in the office .	subsequence
non-entailment	13915	The scientists studied in the museum believed the manager .	The scientists studied in the museum .	subsequence
non-entailment	13916	The presidents helped in the school mentioned the actor .	The presidents helped in the school .	subsequence
non-entailment	13917	The managers stopped the lawyer helped in the laboratory .	The lawyer helped in the laboratory .	subsequence
non-entailment	13918	The actors helped in the school supported the scientist .	The actors helped in the school .	subsequence
non-entailment	13919	The tourist studied in the laboratory recognized the actor .	The tourist studied in the laboratory .	subsequence
non-entailment	13920	The doctor studied in the museum called the tourist .	The doctor studied in the museum .	subsequence
non-entailment	13921	The secretaries studied in the school stopped the scientists .	The secretaries studied in the school .	subsequence
non-entailment	13922	The judge paid in the laboratory slept .	The judge paid in the laboratory .	subsequence
non-entailment	13923	The artist paid in the school slept .	The artist paid in the school .	subsequence
non-entailment	13924	The authors presented in the school contacted the senator .	The authors presented in the school .	subsequence
non-entailment	13925	The judge advised the student helped in the office .	The student helped in the office .	subsequence
non-entailment	13926	The judges thanked the professors presented in the school .	The professors presented in the school .	subsequence
non-entailment	13927	The professors recommended the senator investigated in the library .	The senator investigated in the library .	subsequence
non-entailment	13928	The athlete saw the manager studied in the office .	The manager studied in the office .	subsequence
non-entailment	13929	The doctor presented in the office supported the athlete .	The doctor presented in the office .	subsequence
non-entailment	13930	The president presented in the library encouraged the doctors .	The president presented in the library .	subsequence
non-entailment	13931	The lawyer presented in the office mentioned the athletes .	The lawyer presented in the office .	subsequence
non-entailment	13932	The student helped in the office introduced the bankers .	The student helped in the office .	subsequence
non-entailment	13933	The students introduced the professors paid in the laboratory .	The professors paid in the laboratory .	subsequence
non-entailment	13934	The bankers saw the actor investigated in the laboratory .	The actor investigated in the laboratory .	subsequence
non-entailment	13935	The professor presented in the laboratory shouted .	The professor presented in the laboratory .	subsequence
non-entailment	13936	The lawyer presented in the office stopped the president .	The lawyer presented in the office .	subsequence
non-entailment	13937	The actor thanked the athletes studied in the museum .	The athletes studied in the museum .	subsequence
non-entailment	13938	The student helped in the school waited .	The student helped in the school .	subsequence
non-entailment	13939	The judge advised the senators helped in the laboratory .	The senators helped in the laboratory .	subsequence
non-entailment	13940	The lawyers saw the managers helped in the office .	The managers helped in the office .	subsequence
non-entailment	13941	The athlete studied in the laboratory believed the managers .	The athlete studied in the laboratory .	subsequence
non-entailment	13942	The professor supported the doctor helped in the school .	The doctor helped in the school .	subsequence
non-entailment	13943	The scientists presented in the office arrived .	The scientists presented in the office .	subsequence
non-entailment	13944	The lawyers encouraged the manager helped in the museum .	The manager helped in the museum .	subsequence
non-entailment	13945	The actors paid in the laboratory arrived .	The actors paid in the laboratory .	subsequence
non-entailment	13946	The managers helped in the museum contacted the doctors .	The managers helped in the museum .	subsequence
non-entailment	13947	The author believed the students presented in the school .	The students presented in the school .	subsequence
non-entailment	13948	The judges supported the senator presented in the laboratory .	The senator presented in the laboratory .	subsequence
non-entailment	13949	The senator paid in the laboratory recognized the scientists .	The senator paid in the laboratory .	subsequence
non-entailment	13950	The scientists helped in the museum advised the senator .	The scientists helped in the museum .	subsequence
non-entailment	13951	The actors called the athletes studied in the school .	The athletes studied in the school .	subsequence
non-entailment	13952	The judge paid in the museum arrived .	The judge paid in the museum .	subsequence
non-entailment	13953	The professor investigated in the laboratory supported the artists .	The professor investigated in the laboratory .	subsequence
non-entailment	13954	The artist presented in the library recognized the athletes .	The artist presented in the library .	subsequence
non-entailment	13955	The professors helped in the library contacted the senators .	The professors helped in the library .	subsequence
non-entailment	13956	The doctor investigated in the laboratory waited .	The doctor investigated in the laboratory .	subsequence
non-entailment	13957	The bankers studied in the museum stopped the athletes .	The bankers studied in the museum .	subsequence
non-entailment	13958	The athletes investigated in the museum danced .	The athletes investigated in the museum .	subsequence
non-entailment	13959	The authors admired the secretary paid in the museum .	The secretary paid in the museum .	subsequence
non-entailment	13960	The artist investigated in the museum stopped the bankers .	The artist investigated in the museum .	subsequence
non-entailment	13961	The authors investigated in the school admired the professors .	The authors investigated in the school .	subsequence
non-entailment	13962	The manager presented in the school admired the artists .	The manager presented in the school .	subsequence
non-entailment	13963	The lawyer admired the scientists investigated in the library .	The scientists investigated in the library .	subsequence
non-entailment	13964	The artists paid in the office recognized the tourist .	The artists paid in the office .	subsequence
non-entailment	13965	The artist presented in the school ran .	The artist presented in the school .	subsequence
non-entailment	13966	The judges presented in the museum waited .	The judges presented in the museum .	subsequence
non-entailment	13967	The actor contacted the athlete paid in the library .	The athlete paid in the library .	subsequence
non-entailment	13968	The banker presented in the school called the presidents .	The banker presented in the school .	subsequence
non-entailment	13969	The tourists encouraged the managers helped in the office .	The managers helped in the office .	subsequence
non-entailment	13970	The author helped in the laboratory recognized the presidents .	The author helped in the laboratory .	subsequence
non-entailment	13971	The judge helped in the school saw the scientists .	The judge helped in the school .	subsequence
non-entailment	13972	The banker mentioned the author investigated in the school .	The author investigated in the school .	subsequence
non-entailment	13973	The students paid in the library shouted .	The students paid in the library .	subsequence
non-entailment	13974	The lawyers studied in the laboratory arrived .	The lawyers studied in the laboratory .	subsequence
non-entailment	13975	The scientist recommended the actors paid in the museum .	The actors paid in the museum .	subsequence
non-entailment	13976	The authors presented in the school called the actor .	The authors presented in the school .	subsequence
non-entailment	13977	The bankers studied in the library waited .	The bankers studied in the library .	subsequence
non-entailment	13978	The student investigated in the laboratory encouraged the scientist .	The student investigated in the laboratory .	subsequence
non-entailment	13979	The lawyer paid in the office thanked the scientist .	The lawyer paid in the office .	subsequence
non-entailment	13980	The judge stopped the tourists investigated in the museum .	The tourists investigated in the museum .	subsequence
non-entailment	13981	The scientist investigated in the library supported the authors .	The scientist investigated in the library .	subsequence
non-entailment	13982	The student recommended the actor helped in the library .	The actor helped in the library .	subsequence
non-entailment	13983	The tourists saw the bankers paid in the museum .	The bankers paid in the museum .	subsequence
non-entailment	13984	The secretary presented in the library helped the doctor .	The secretary presented in the library .	subsequence
non-entailment	13985	The banker investigated in the library stopped the senators .	The banker investigated in the library .	subsequence
non-entailment	13986	The managers believed the actors helped in the museum .	The actors helped in the museum .	subsequence
non-entailment	13987	The professors supported the scientist investigated in the library .	The scientist investigated in the library .	subsequence
non-entailment	13988	The athletes paid in the school thanked the doctor .	The athletes paid in the school .	subsequence
non-entailment	13989	The doctor investigated in the school danced .	The doctor investigated in the school .	subsequence
non-entailment	13990	The judges helped in the laboratory believed the senator .	The judges helped in the laboratory .	subsequence
non-entailment	13991	The president investigated in the school called the actors .	The president investigated in the school .	subsequence
non-entailment	13992	The scientist presented in the museum introduced the senator .	The scientist presented in the museum .	subsequence
non-entailment	13993	The athlete believed the students paid in the museum .	The students paid in the museum .	subsequence
non-entailment	13994	The secretary investigated in the library recommended the students .	The secretary investigated in the library .	subsequence
non-entailment	13995	The managers saw the student presented in the library .	The student presented in the library .	subsequence
non-entailment	13996	The bankers investigated in the office stopped the tourists .	The bankers investigated in the office .	subsequence
non-entailment	13997	The secretaries admired the students investigated in the laboratory .	The students investigated in the laboratory .	subsequence
non-entailment	13998	The tourist recommended the secretaries studied in the museum .	The secretaries studied in the museum .	subsequence
non-entailment	13999	The judges admired the actors investigated in the library .	The actors investigated in the library .	subsequence
non-entailment	14000	The student supported the actor studied in the office .	The actor studied in the office .	subsequence
non-entailment	14001	Since the athlete hid the secretaries introduced the president .	The athlete hid the secretaries .	subsequence
non-entailment	14002	Before the actors presented the professors advised the manager .	The actors presented the professors .	subsequence
non-entailment	14003	Although the judges paid the tourist arrived .	The judges paid the tourist .	subsequence
non-entailment	14004	Although the authors studied the managers arrived .	The authors studied the managers .	subsequence
non-entailment	14005	Since the judge stopped the author contacted the managers .	The judge stopped the author .	subsequence
non-entailment	14006	Since the secretaries presented the actor avoided the authors .	The secretaries presented the actor .	subsequence
non-entailment	14007	Although the students studied the bankers called the senators .	The students studied the bankers .	subsequence
non-entailment	14008	Although the presidents moved the tourist advised the secretaries .	The presidents moved the tourist .	subsequence
non-entailment	14009	After the professor paid the lawyer danced .	The professor paid the lawyer .	subsequence
non-entailment	14010	Before the lawyer stopped the presidents resigned .	The lawyer stopped the presidents .	subsequence
non-entailment	14011	When the president presented the lawyers contacted the secretary .	The president presented the lawyers .	subsequence
non-entailment	14012	Since the tourists moved the judge contacted the president .	The tourists moved the judge .	subsequence
non-entailment	14013	When the students fought the secretary ran .	The students fought the secretary .	subsequence
non-entailment	14014	When the athletes stopped the secretary waited .	The athletes stopped the secretary .	subsequence
non-entailment	14015	Although the doctor presented the tourists arrived .	The doctor presented the tourists .	subsequence
non-entailment	14016	Before the professor studied the scientists arrived .	The professor studied the scientists .	subsequence
non-entailment	14017	Before the judges moved the tourist stopped the senators .	The judges moved the tourist .	subsequence
non-entailment	14018	Since the manager stopped the tourist introduced the doctor .	The manager stopped the tourist .	subsequence
non-entailment	14019	While the professor moved the banker shouted .	The professor moved the banker .	subsequence
non-entailment	14020	While the senators stopped the manager saw the authors .	The senators stopped the manager .	subsequence
non-entailment	14021	While the doctors fought the manager encouraged the athletes .	The doctors fought the manager .	subsequence
non-entailment	14022	Because the banker paid the senators recommended the professor .	The banker paid the senators .	subsequence
non-entailment	14023	When the athlete hid the doctor admired the actors .	The athlete hid the doctor .	subsequence
non-entailment	14024	After the secretary stopped the scientist waited .	The secretary stopped the scientist .	subsequence
non-entailment	14025	Before the presidents fought the manager arrived .	The presidents fought the manager .	subsequence
non-entailment	14026	Because the authors hid the presidents encouraged the athletes .	The authors hid the presidents .	subsequence
non-entailment	14027	After the senators fought the doctors supported the secretaries .	The senators fought the doctors .	subsequence
non-entailment	14028	While the author moved the doctor believed the tourist .	The author moved the doctor .	subsequence
non-entailment	14029	Although the artists paid the student slept .	The artists paid the student .	subsequence
non-entailment	14030	Although the manager moved the judges helped the scientists .	The manager moved the judges .	subsequence
non-entailment	14031	After the secretaries studied the doctors called the students .	The secretaries studied the doctors .	subsequence
non-entailment	14032	Since the tourists hid the artist called the scientist .	The tourists hid the artist .	subsequence
non-entailment	14033	Although the actors fought the manager stopped the scientist .	The actors fought the manager .	subsequence
non-entailment	14034	When the actor paid the doctor admired the student .	The actor paid the doctor .	subsequence
non-entailment	14035	Since the artist presented the authors admired the students .	The artist presented the authors .	subsequence
non-entailment	14036	Since the actor studied the athletes recognized the judges .	The actor studied the athletes .	subsequence
non-entailment	14037	While the secretary studied the scientist slept .	The secretary studied the scientist .	subsequence
non-entailment	14038	Since the student studied the lawyer resigned .	The student studied the lawyer .	subsequence
non-entailment	14039	After the actor studied the presidents recommended the bankers .	The actor studied the presidents .	subsequence
non-entailment	14040	Because the senators fought the secretaries saw the scientist .	The senators fought the secretaries .	subsequence
non-entailment	14041	While the scientist stopped the president thanked the judges .	The scientist stopped the president .	subsequence
non-entailment	14042	Although the authors paid the student encouraged the banker .	The authors paid the student .	subsequence
non-entailment	14043	After the judge stopped the secretary thanked the scientists .	The judge stopped the secretary .	subsequence
non-entailment	14044	Since the judge moved the doctors introduced the managers .	The judge moved the doctors .	subsequence
non-entailment	14045	While the professor studied the scientist introduced the president .	The professor studied the scientist .	subsequence
non-entailment	14046	After the president stopped the artists recognized the athletes .	The president stopped the artists .	subsequence
non-entailment	14047	Before the secretary studied the judges called the authors .	The secretary studied the judges .	subsequence
non-entailment	14048	Because the banker presented the actors avoided the professors .	The banker presented the actors .	subsequence
non-entailment	14049	Before the secretary hid the banker slept .	The secretary hid the banker .	subsequence
non-entailment	14050	Since the manager studied the senators saw the actors .	The manager studied the senators .	subsequence
non-entailment	14051	Before the judges presented the author encouraged the artists .	The judges presented the author .	subsequence
non-entailment	14052	Although the senators paid the lawyer mentioned the students .	The senators paid the lawyer .	subsequence
non-entailment	14053	Since the tourists moved the doctor danced .	The tourists moved the doctor .	subsequence
non-entailment	14054	Since the professors fought the senator stopped the tourist .	The professors fought the senator .	subsequence
non-entailment	14055	After the authors fought the artist arrived .	The authors fought the artist .	subsequence
non-entailment	14056	After the banker paid the judges performed .	The banker paid the judges .	subsequence
non-entailment	14057	After the lawyer paid the judges recommended the author .	The lawyer paid the judges .	subsequence
non-entailment	14058	Because the scientists stopped the banker resigned .	The scientists stopped the banker .	subsequence
non-entailment	14059	While the lawyer hid the secretaries mentioned the judges .	The lawyer hid the secretaries .	subsequence
non-entailment	14060	Since the tourist studied the student advised the athletes .	The tourist studied the student .	subsequence
non-entailment	14061	After the president moved the students called the doctor .	The president moved the students .	subsequence
non-entailment	14062	After the manager studied the doctor admired the professors .	The manager studied the doctor .	subsequence
non-entailment	14063	After the students moved the manager avoided the authors .	The students moved the manager .	subsequence
non-entailment	14064	After the doctors paid the manager helped the scientists .	The doctors paid the manager .	subsequence
non-entailment	14065	Because the senators fought the actors called the author .	The senators fought the actors .	subsequence
non-entailment	14066	Since the athletes fought the banker resigned .	The athletes fought the banker .	subsequence
non-entailment	14067	After the judges moved the professor waited .	The judges moved the professor .	subsequence
non-entailment	14068	Since the artist hid the manager danced .	The artist hid the manager .	subsequence
non-entailment	14069	Although the actors hid the students slept .	The actors hid the students .	subsequence
non-entailment	14070	Since the bankers moved the author shouted .	The bankers moved the author .	subsequence
